Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num.1,Pct.1,Num.2,Pct.2,Status,Name,Birthday,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds.1,Y/Rt,TD.1,Fmb,FL,FF,FR,Yds.2,TD.2,Att,Y/A,Pts,TD.3,Int,PD,Yds.3,TD.4,Sfty,Ret,Y/R.1,Yds.4,2PM,Cmp,Att.1,Cmp%,Rate,Y/A.1,AY/A,Yds.5,TD.5,Yds.6,TD.6,Sk.1,Int.1,Yds.7,TD.7,XPM,XPA,XP%,FGM,FGA,FG%,Pnt,Y/P,Blck
257.0,2014.0,2014-09-07,1.0,1.0,38.167,DEN,"",IND,W 31-24,*,1,"","","","","",75,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,269,"",3,0.0%,"","",10,"",0,0,0,0,0,-3,0,36,7.47,0,0,0,"",0,0,"","","",0,"",22,4,61.11,111.9,-0.75,9.14,"","","","","","","","","","","","","","","","",""
258.0,2014.0,2014-09-14,2.0,2.0,38.174,DEN,"",KAN,W 24-17,*,1,"","","","","",49,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,242,"",3,0.0%,"","",5,"",0,0,0,0,0,-1,0,26,9.31,0,0,0,"",0,0,"","","",0,"",21,1,80.77,143.9,-1.00,11.62,"","","","","","","","","","","","","","","","",""
259.0,2014.0,2014-09-21,3.0,3.0,38.181,DEN,@,SEA,L 20-26,*,1,"","","","","",72,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,303,"",2,0.0%,"","",7,"",0,0,0,0,0,-1,0,49,6.18,0,0,1,"",0,0,"","","",0,"",31,1,63.27,85.7,-1.00,6.08,"","","","","","","","","","","","","","","","",""
260.0,2014.0,2014-10-05,4.0,5.0,38.195,DEN,"",ARI,W 41-20,*,1,"","","","","",81,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,479,"",4,0.0%,"","",3,"",0,0,0,0,0,-2,0,47,10.19,0,0,2,"",0,0,"","","",0,"",31,2,65.96,110.2,-1.00,9.98,"","","","","","","","","","","","","","","","",""
261.0,2014.0,2014-10-12,5.0,6.0,38.202,DEN,@,NYJ,W 31-17,*,2,"","","","","",71,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,237,"",3,0.0%,"","",16,"",0,1,0,0,0,0,0,33,7.18,0,0,0,"",0,0,"","","",-7,"",22,1,66.67,117.9,0.00,9.00,"","","","","","","","","","","","","","","","",""
262.0,2014.0,2014-10-19,6.0,7.0,38.209,DEN,"",SFO,W 42-17,*,2,"","","","","",51,85%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,318,"",4,0.0%,"","",14,"",0,0,0,0,0,-1,0,26,12.23,0,0,0,"",0,0,"","","",0,"",22,1,84.62,157.2,-1.00,15.31,"","","","","","","","","","","","","","","","",""
263.0,2014.0,2014-10-23,7.0,8.0,38.213,DEN,"",SDG,W 35-21,*,0,"","","","","",68,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,286,"",3,0.0%,"","",0,"",0,1,0,0,1,0,0,35,8.17,0,0,0,"",0,0,"","","",-4,"",25,1,71.43,124.2,0.00,9.89,"","","","","","","","","","","","","","","","",""
264.0,2014.0,2014-11-02,8.0,9.0,38.223,DEN,@,NWE,L 21-43,*,1,"","","","","",80,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,438,"",2,0.0%,"","",9,"",0,0,0,0,0,3,0,57,7.68,0,0,2,"",0,0,"","","",0,"",34,2,59.65,80.9,1.50,6.81,"","","","","","","","","","","","","","","","",""
265.0,2014.0,2014-11-09,9.0,10.0,38.23,DEN,@,OAK,W 41-17,*,0,"","","","","",64,80%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,340,"",5,0.0%,"","",0,"",0,0,0,0,0,0,0,44,7.73,0,0,2,"",0,0,"","","",0,"",31,0,70.45,111.9,"",7.95,"","","","","","","","","","","","","","","","",""
266.0,2014.0,2014-11-16,10.0,11.0,38.237,DEN,@,STL,L 7-22,*,2,"","","","","",69,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,389,"",1,0.0%,"","",20,"",0,0,0,0,0,-1,0,54,7.20,0,0,2,"",0,0,"","","",0,"",34,1,62.96,75.3,-1.00,5.91,"","","","","","","","","","","","","","","","",""
267.0,2014.0,2014-11-23,11.0,12.0,38.244,DEN,"",MIA,W 39-36,*,1,"","","","","",75,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,257,"",4,0.0%,"","",8,"",0,0,0,0,0,-2,0,35,7.34,0,0,0,"",0,0,"","","",0,"",28,2,80.00,135.4,-1.00,9.63,"","","","","","","","","","","","","","","","",""
268.0,2014.0,2014-11-30,12.0,13.0,38.251,DEN,@,KAN,W 29-16,*,1,"","","","","",82,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,179,"",2,0.0%,"","",5,"",0,1,1,0,0,-6,0,34,5.26,0,0,0,"",0,0,"","","",0,"",17,2,50.00,85.3,-3.00,6.44,"","","","","","","","","","","","","","","","",""
269.0,2014.0,2014-12-07,13.0,14.0,38.258,DEN,"",BUF,W 24-17,*,0,"","","","","",55,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,173,"",0,0.0%,"","",0,"",0,0,0,0,0,-2,0,20,8.65,0,0,2,"",0,0,"","","",0,"",14,2,70.00,56.9,-1.00,4.15,"","","","","","","","","","","","","","","","",""
270.0,2014.0,2014-12-14,14.0,15.0,38.265,DEN,@,SDG,W 22-10,*,1,"","","","","",62,94%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,233,"",1,0.0%,"","",7,"",0,1,0,0,0,-3,0,20,11.65,0,0,0,"",0,0,"","","",0,"",14,3,70.00,125.6,-1.00,12.65,"","","","","","","","","","","","","","","","",""
271.0,2014.0,2014-12-22,15.0,16.0,38.273,DEN,@,CIN,L 28-37,*,2,"","","","","",69,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,311,"",2,0.0%,"","",11,"",0,0,0,0,0,0,0,44,7.07,0,0,4,"",0,0,"","","",0,"",28,0,63.64,61.8,"",3.89,"","","","","","","","","","","","","","","","",""
272.0,2014.0,2014-12-28,16.0,17.0,38.279,DEN,"",OAK,W 47-14,*,1,"","","","","",71,91%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,273,"",0,0.0%,"","",3,"",0,1,1,0,0,-5,0,37,7.38,0,0,0,"",0,0,"","","",0,"",21,1,56.76,80.1,-5.00,7.38,"","","","","","","","","","","","","","","","",""
273.0,2015.0,2015-09-13,1.0,1.0,39.173,DEN,"",BAL,W 19-13,*,4,"","","","","",70,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,175,"",0,0.0%,"","",25,"",0,0,0,0,0,-1,0,40,4.38,0,0,1,"",0,0,"","","",0,"",24,1,60.00,59.9,-1.00,3.25,"","","","","","","","","","","","","","","","",""
274.0,2015.0,2015-09-17,2.0,2.0,39.177,DEN,@,KAN,W 31-24,*,3,"","","","","",73,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,256,"",3,0.0%,"","",18,"",0,0,0,0,0,0,0,45,5.69,0,0,1,"",0,0,"","","",0,"",26,0,57.78,86.9,"",6.02,"","","","","","","","","","","","","","","","",""
275.0,2015.0,2015-09-27,3.0,3.0,39.187,DEN,@,DET,W 24-12,*,1,"","","","","",64,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,324,"",2,0.0%,"","",11,"",0,0,0,0,0,-1,0,42,7.71,0,0,1,"",0,0,"","","",0,"",31,1,73.81,101.7,-1.00,7.60,"","","","","","","","","","","","","","","","",""
276.0,2015.0,2015-10-04,4.0,4.0,39.194,DEN,"",MIN,W 23-20,*,2,"","","","","",57,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,213,"",1,0.0%,"","",13,"",0,0,0,0,0,-2,0,27,7.89,0,0,2,"",0,0,"","","",0,"",17,2,62.96,68.9,-1.00,5.30,"","","","","","","","","","","","","","","","",""
277.0,2015.0,2015-10-11,5.0,5.0,39.201,DEN,@,OAK,W 16-10,*,2,"","","","","",58,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,266,"",0,0.0%,"","",12,"",0,0,0,0,0,0,0,35,7.60,0,0,2,"",0,0,"","","",0,"",22,0,62.86,62.3,"",5.03,"","","","","","","","","","","","","","","","",""
278.0,2015.0,2015-10-18,6.0,6.0,39.208,DEN,@,CLE,W 26-23,*,0,"","","","","",84,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,290,"",1,0.0%,"","",0,"",0,0,0,0,0,0,0,48,6.04,0,0,3,"",0,0,"","","",0,"",26,0,54.17,53.3,"",3.65,"","","","","","","","","","","","","","","","",""
279.0,2015.0,2015-11-01,7.0,8.0,39.222,DEN,"",GNB,W 29-10,*,0,"","","","","",67,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,340,"",0,0.0%,"","",0,"",0,0,0,0,0,0,0,29,11.72,0,0,1,"",0,0,"","","",0,"",21,0,72.41,96.9,"",10.17,"","","","","","","","","","","","","","","","",""
280.0,2015.0,2015-11-08,8.0,9.0,39.229,DEN,@,IND,L 24-27,*,1,"","","","","",52,100%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,281,"",2,0.0%,"","",7,"",0,0,0,0,0,0,0,36,7.81,0,0,2,"",0,0,"","","",0,"",21,0,58.33,78.6,"",6.42,"","","","","","","","","","","","","","","","",""
281.0,2015.0,2015-11-15,9.0,10.0,39.236,DEN,"",KAN,L 13-29,*,2,"","","","","",32,45%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,35,"",0,0.0%,"","",9,"",0,1,0,0,0,0,0,20,1.75,0,0,4,"",0,0,"","","",0,"",5,0,25.00,0.0,"",-7.25,"","","","","","","","","","","","","","","","",""
288.0,2015.0,2016-01-03,16.0,17.0,39.285,DEN,"",SDG,W 27-20,"",1,"","","","","",29,44%,0,0%,0,0%,"",Peyton Manning,1976-03-24,0,0,69,"",0,0.0%,"","",0,"",0,0,0,0,0,-2,0,9,7.67,0,0,0,"",0,0,"","","",0,"",5,2,55.56,80.3,-1.00,7.67,"","","","","","","","","","","","","","","","",""
2.0,1999.0,1999-09-19,2.0,2.0,22.298,PHI,"",TAM,L 5-19,"",6,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,26,"",0,0.0%,"","",42,"",0,1,0,0,0,38,0,11,2.36,0,0,0,"",0,0,"","","",0,"",4,5,36.36,44.9,7.60,2.36,"","","","","","","","","","","","","","","","",""
3.0,1999.0,1999-09-26,3.0,3.0,22.305,PHI,@,BUF,L 0-26,"",0,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,34,"",0,0.0%,"","",0,"",0,0,"",0,0,10,0,11,3.09,0,0,0,"",0,0,"","","",0,"",6,1,54.55,60.4,10.00,3.09,"","","","","","","","","","","","","","","","",""
4.0,1999.0,1999-10-03,4.0,4.0,22.312,PHI,@,NYG,L 15-16,"",4,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,38,"",0,0.0%,"","",22,"",0,0,"",0,0,13,0,7,5.43,0,0,0,"",0,0,"","","",0,"",3,1,42.86,60.4,13.00,5.43,"","","","","","","","","","","","","","","","",""
6.0,1999.0,1999-10-17,6.0,6.0,22.326,PHI,@,CHI,W 20-16,"",0,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,"","","","","",0.0%,"","","","","",0,"","",0,"","","","",0,0,"","","",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","",""
8.0,1999.0,1999-10-31,8.0,8.0,22.34,PHI,"",NYG,L 17-23,"",0,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,0,"",0,0.0%,"","",0,"",0,0,"",0,0,0,0,2,0.00,0,0,0,"",0,0,"","","",0,"",1,0,50.00,56.2,"",0.00,"","","","","","","","","","","","","","","","",""
9.0,1999.0,1999-11-07,9.0,9.0,22.347,PHI,@,CAR,L 7-33,"",2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,68,"",0,0.0%,"","",9,"",0,1,1,0,0,21,0,20,3.40,0,0,1,"",0,0,"","","",0,"",8,3,40.00,28.7,7.00,1.15,"","","","","","","","","","","","","","","","",""
10.0,1999.0,1999-11-14,10.0,10.0,22.354,PHI,"",WAS,W 35-28,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,60,"",0,0.0%,"","",22,"",0,0,"",0,0,49,0,21,2.86,2,0,0,"",0,0,"","","",0,1,8,9,38.10,46.3,5.44,2.86,"","","","","","","","","","","","","","","","",""
11.0,1999.0,1999-11-21,11.0,11.0,22.361,PHI,"",IND,L 17-44,*,4,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,165,"",1,0.0%,"","",47,"",0,3,0,0,0,13,0,36,4.58,0,0,2,"",0,0,"","","",-3,"",19,3,52.78,51.3,4.33,2.64,"","","","","","","","","","","","","","","","",""
12.0,1999.0,1999-11-28,12.0,12.0,23.003,PHI,@,WAS,L 17-20,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,172,"",2,0.0%,"","",16,"",0,0,"",0,0,71,0,28,6.14,0,0,0,"",0,0,"","","",0,"",16,8,57.14,99.1,8.88,7.57,"","","","","","","","","","","","","","","","",""
13.0,1999.0,1999-12-05,13.0,13.0,23.01,PHI,@,ARI,L 17-21,*,1,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,1,1,157,-6.00,2,100.0%,-6.00,"",9,"",0,1,1,0,0,67,0,31,5.06,0,0,1,"",-6,0,"","","",0,"",19,9,61.29,82.3,7.44,4.90,"","","","","","","","","","","","","","","","",""
14.0,1999.0,1999-12-12,14.0,14.0,23.017,PHI,@,DAL,L 10-20,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,49,"",0,0.0%,"","",14,"",0,2,1,0,0,24,0,17,2.88,0,0,1,"",0,0,"","","",0,"",7,3,41.18,24.4,8.00,0.24,"","","","","","","","","","","","","","","","",""
16.0,1999.0,2000-01-02,16.0,17.0,23.038,PHI,"",STL,W 38-31,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,179,"",3,0.0%,"","",23,"",0,0,"",0,0,7,0,32,5.59,0,0,2,"",0,0,"","","",0,"",15,5,46.88,69.7,1.40,4.66,"","","","","","","","","","","","","","","","",""
17.0,2000.0,2000-09-03,1.0,1.0,23.283,PHI,@,DAL,W 41-14,*,1,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,130,"",1,0.0%,"","",11,"",1,0,"",0,0,29,0,28,4.64,6,1,2,"",0,0,"","","",0,"",16,5,57.14,51.2,5.80,2.14,"","","","","","","","","","","","","","","","",""
18.0,2000.0,2000-09-10,2.0,2.0,23.29,PHI,"",NYG,L 18-33,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,214,"",1,0.0%,"","",33,"",1,0,"",0,0,45,0,33,6.48,6,1,0,"",0,0,"","","",0,"",19,5,57.58,87.2,9.00,7.09,"","","","","","","","","","","","","","","","",""
19.0,2000.0,2000-09-17,3.0,3.0,23.297,PHI,@,GNB,L 3-6,*,5,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,118,"",0,0.0%,"","",32,"",0,1,0,0,1,20,0,31,3.81,0,0,1,"",0,0,"","","",0,"",15,3,48.39,44.8,6.67,2.35,"","","","","","","","","","","","","","","","",""
20.0,2000.0,2000-09-24,4.0,4.0,23.304,PHI,@,NOR,W 21-7,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,222,"",2,0.0%,"","",21,"",0,0,"",0,0,23,0,32,6.94,0,0,0,"",0,0,"","","",0,"",20,7,62.50,103.9,3.29,8.19,"","","","","","","","","","","","","","","","",""
21.0,2000.0,2000-10-01,5.0,5.0,23.311,PHI,"",ATL,W 38-10,*,1,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,311,"",2,0.0%,"","",4,"",0,0,"",0,0,61,0,44,7.07,0,0,1,"",0,0,"","","",0,"",30,6,68.18,94.0,10.17,6.95,"","","","","","","","","","","","","","","","",""
22.0,2000.0,2000-10-08,6.0,6.0,23.318,PHI,"",WAS,L 14-17,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,186,"",2,0.0%,"","",8,"",0,2,1,0,1,39,0,34,5.47,0,0,2,"",0,0,"","","",0,"",17,5,50.00,61.6,7.80,4.00,"","","","","","","","","","","","","","","","",""
23.0,2000.0,2000-10-15,7.0,7.0,23.325,PHI,@,ARI,W 33-14,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,1,0,226,"",1,0.0%,0.00,"",7,"",1,0,"",0,0,35,0,34,6.65,6,1,0,"",0,0,"","","",0,"",24,7,70.59,98.4,5.00,7.24,"","","","","","","","","","","","","","","","",""
24.0,2000.0,2000-10-22,8.0,8.0,23.332,PHI,"",CHI,W 13-9,*,1,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,207,"",1,0.0%,"","",6,"",0,0,"",0,0,25,0,35,5.91,0,0,1,"",0,0,"","","",0,"",22,5,62.86,76.7,5.00,5.20,"","","","","","","","","","","","","","","","",""
25.0,2000.0,2000-10-29,9.0,9.0,23.339,PHI,@,NYG,L 7-24,*,4,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,129,"",1,0.0%,"","",9,"",0,0,"",0,0,42,0,31,4.16,0,0,1,"",0,0,"","","",0,"",10,3,32.26,43.6,14.00,3.35,"","","","","","","","","","","","","","","","",""
26.0,2000.0,2000-11-05,10.0,10.0,23.346,PHI,"",DAL,W 16-13,*,0,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,228,"",1,0.0%,"","",0,"",0,1,0,0,0,58,0,41,5.56,0,0,2,"",0,0,"","","",0,"",23,5,56.10,59.8,11.60,3.85,"","","","","","","","","","","","","","","","",""
27.0,2000.0,2000-11-12,11.0,11.0,23.353,PHI,@,PIT,W 26-23,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,213,"",2,0.0%,"","",11,"",0,0,"",0,0,27,0,55,3.87,0,0,0,"",0,0,"","","",0,"",26,5,47.27,69.7,5.40,4.60,"","","","","","","","","","","","","","","","",""
28.0,2000.0,2000-11-19,12.0,12.0,23.36,PHI,"",ARI,W 34-9,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,1,1,217,2.00,1,100.0%,2.00,"",13,"",1,0,"",0,0,29,0,34,6.38,6,1,1,"",2,0,"","","",0,"",25,5,73.53,87.5,5.80,5.65,"","","","","","","","","","","","","","","","",""
29.0,2000.0,2000-11-26,13.0,13.0,24.001,PHI,@,WAS,W 23-20,*,4,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,1,0,137,"",1,0.0%,0.00,"",19,"",1,1,1,0,0,125,0,30,4.57,6,1,1,"",0,0,"","","",0,"",19,11,63.33,71.1,11.36,3.73,"","","","","","","","","","","","","","","","",""
30.0,2000.0,2000-12-03,14.0,14.0,24.008,PHI,"",TEN,L 13-15,*,5,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,239,"",0,0.0%,"","",33,"",1,0,"",0,0,39,0,31,7.71,6,1,0,"",0,0,"","","",0,"",18,7,58.06,82.6,5.57,7.71,"","","","","","","","","","","","","","","","",""
31.0,2000.0,2000-12-10,15.0,15.0,24.015,PHI,@,CLE,W 35-24,*,5,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,390,"",4,0.0%,"","",40,"",0,1,1,0,0,12,0,36,10.83,0,0,0,"",0,0,"","","",0,"",23,3,63.89,137.5,4.00,13.06,"","","","","","","","","","","","","","","","",""
32.0,2000.0,2000-12-24,16.0,17.0,24.029,PHI,"",CIN,W 16-7,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,1,1,198,3.00,1,100.0%,3.00,"",15,"",0,1,1,0,0,20,0,40,4.95,0,0,1,"",3,0,"","","",-5,"",23,4,57.50,68.5,5.00,4.33,"","","","","","","","","","","","","","","","",""
33.0,2001.0,2001-09-09,1.0,1.0,24.288,PHI,"",STL,L 17-20,*,5,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,312,"",2,0.0%,"","",35,"",0,1,1,0,0,48,0,48,6.50,0,0,1,"",0,0,"","","",0,"",32,9,66.67,89.9,5.33,6.40,"","","","","","","","","","","","","","","","",""
34.0,2001.0,2001-09-23,2.0,2.0,24.302,PHI,@,SEA,W 27-3,*,5,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,283,"",2,0.0%,"","",41,"",1,0,"",0,0,16,0,37,7.65,6,1,0,"",0,0,"","","",0,"",24,5,64.86,106.0,3.20,8.73,"","","","","","","","","","","","","","","","",""
35.0,2001.0,2001-09-30,3.0,3.0,24.309,PHI,"",DAL,W 40-18,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,162,"",3,0.0%,"","",17,"",0,1,0,0,2,19,0,28,5.79,0,0,0,"",0,0,"","","",0,"",14,4,50.00,103.6,4.75,7.93,"","","","","","","","","","","","","","","","",""
36.0,2001.0,2001-10-07,4.0,4.0,24.316,PHI,"",ARI,L 20-21,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,280,"",2,0.0%,"","",19,"",0,1,1,0,0,24,0,29,9.66,0,0,1,"",0,0,"","","",0,"",19,3,65.52,105.5,8.00,9.48,"","","","","","","","","","","","","","","","",""
37.0,2001.0,2001-10-22,5.0,6.0,24.331,PHI,@,NYG,W 10-9,*,4,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,154,"",1,0.0%,"","",30,"",0,0,"",0,0,35,0,26,5.92,0,0,1,"",0,0,"","","",0,"",15,6,57.69,71.6,5.83,4.96,"","","","","","","","","","","","","","","","",""
38.0,2001.0,2001-10-28,6.0,7.0,24.337,PHI,"",OAK,L 10-20,*,4,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,133,"",0,0.0%,"","",16,"",0,1,0,0,0,30,0,27,4.93,0,0,0,"",0,0,"","","",0,"",12,6,44.44,59.6,5.00,4.93,"","","","","","","","","","","","","","","","",""
39.0,2001.0,2001-11-04,7.0,8.0,24.344,PHI,@,ARI,W 21-7,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,238,"",2,0.0%,"","",19,"",0,0,"",0,0,26,0,33,7.21,0,0,1,"",0,0,"","","",0,"",19,4,57.58,87.7,6.50,7.06,"","","","","","","","","","","","","","","","",""
40.0,2001.0,2001-11-11,8.0,9.0,24.351,PHI,"",MIN,W 48-17,*,1,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,223,"",3,0.0%,"","",8,"",1,0,"",0,0,37,0,29,7.69,6,1,0,"",0,0,"","","",0,"",19,3,65.52,123.2,12.33,9.76,"","","","","","","","","","","","","","","","",""
41.0,2001.0,2001-11-18,9.0,10.0,24.358,PHI,@,DAL,W 36-3,*,0,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,129,"",1,0.0%,"","",0,"",0,0,"",0,0,24,0,32,4.03,0,0,1,"",0,0,"","","",0,"",16,4,50.00,57.9,6.00,3.25,"","","","","","","","","","","","","","","","",""
42.0,2001.0,2001-11-25,10.0,11.0,25.0,PHI,"",WAS,L 3-13,*,0,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,92,"",0,0.0%,"","",0,"",0,0,"",0,0,39,0,27,3.41,0,0,0,"",0,0,"","","",0,"",15,3,55.56,62.6,13.00,3.41,"","","","","","","","","","","","","","","","",""
43.0,2001.0,2001-11-29,11.0,12.0,25.004,PHI,@,KAN,W 23-10,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,269,"",2,0.0%,"","",18,"",0,0,"",0,0,41,0,26,10.35,0,0,1,"",0,0,"","","",0,"",18,9,69.23,112.5,4.56,10.15,"","","","","","","","","","","","","","","","",""
44.0,2001.0,2001-12-09,12.0,13.0,25.014,PHI,"",SDG,W 24-14,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,221,"",2,0.0%,"","",11,"",0,1,0,0,0,39,0,44,5.02,0,0,1,"",0,0,"","","",0,"",22,7,50.00,70.4,5.57,4.91,"","","","","","","","","","","","","","","","",""
45.0,2001.0,2001-12-16,13.0,14.0,25.021,PHI,@,WAS,W 20-6,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,235,"",2,0.0%,"","",11,"",0,0,"",0,0,25,0,34,6.91,0,0,3,"",0,0,"","","",0,"",16,7,47.06,52.9,3.57,4.12,"","","","","","","","","","","","","","","","",""
46.0,2001.0,2001-12-22,14.0,15.0,25.027,PHI,@,SFO,L 3-13,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,232,"",0,0.0%,"","",19,"",0,1,0,0,1,31,0,34,6.82,0,0,1,"",0,0,"","","",0,"",23,5,67.65,74.6,6.20,5.50,"","","","","","","","","","","","","","","","",""
47.0,2001.0,2001-12-30,15.0,16.0,25.035,PHI,"",NYG,W 24-21,*,4,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,270,"",3,0.0%,"","",29,"",0,2,1,0,0,48,0,39,6.92,0,0,1,"",0,0,"","","",-7,"",21,7,53.85,90.8,6.86,7.31,"","","","","","","","","","","","","","","","",""
48.0,2001.0,2002-01-06,16.0,17.0,25.042,PHI,@,TAM,L 13-17,*,0,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,"","",0,"","",0.0%,"","","","","",0,"","",0,"","",0,"",0,0,"","","",0,"","","",0,"",0,"","","","","","","","","","","","","","","","","","","","","",""
49.0,2002.0,2002-09-08,1.0,1.0,25.287,PHI,@,TEN,L 24-27,*,6,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,212,"",3,0.0%,"","",31,"",0,1,1,0,0,15,0,36,5.89,0,0,2,"",0,0,"","","",0,"",18,3,50.00,72.9,5.00,5.06,"","","","","","","","","","","","","","","","",""
50.0,2002.0,2002-09-16,2.0,2.0,25.295,PHI,@,WAS,W 37-7,*,2,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,292,"",2,0.0%,"","",9,"",1,0,"",0,0,36,0,38,7.68,6,1,0,"",0,0,"","","",0,"",26,5,68.42,108.7,7.20,8.74,"","","","","","","","","","","","","","","","",""
51.0,2002.0,2002-09-22,3.0,3.0,25.301,PHI,"",DAL,W 44-13,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,287,"",3,0.0%,"","",15,"",1,0,"",0,0,67,0,37,7.76,6,1,0,"",0,0,"","","",0,"",24,6,64.86,115.5,11.17,9.38,"","","","","","","","","","","","","","","","",""
52.0,2002.0,2002-09-29,4.0,4.0,25.308,PHI,"",HOU,W 35-17,*,3,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,259,"",1,0.0%,"","",27,"",0,1,0,0,1,23,0,42,6.17,0,0,1,"",0,0,"","","",0,"",24,7,57.14,73.4,3.29,5.57,"","","","","","","","","","","","","","","","",""
53.0,2002.0,2002-10-06,5.0,5.0,25.315,PHI,@,JAX,L 25-28,*,5,"","","","","","","","","","","","",Donovan McNabb,1976-11-25,0,0,230,"",2,0.0%,"","",23,"",1,0,"",0,0,100,0,48,4.79,6,1,0,"",0,0,"","","",0,"",28,12,58.33,84.5,8.33,5.63,"","","","","","","","","","","","","","","","",""
